feature1,feature2
-9.509694,4.9068627
-10.605996,-6.4663715
-3.0950637,1.8929838
1.8493725,-5.681929
-8.588088,-6.0665884
-7.1168485,-6.9352837
-10.972927,-6.819139
3.2984395,-6.331413
6.061185,11.406176
11.700675,-6.4175982
-8.002477,-8.419236
-4.0003967,3.83342
1.925528,-4.0628943
-1.4745978,-6.8918195
3.330057,1.4656559
13.977646,-2.0212052
-6.003717,-6.9022517
6.3716655,10.61222
-5.327399,5.170159
-4.8643713,2.56961
6.5593386,-9.6576805
-4.260908,-5.678497
12.790985,2.3112993
-1.1712816,-4.507088
-6.408224,9.328705
-6.988138,-12.125689
1.3531324,4.535786
6.329434,6.77045
-6.7248707,-7.50244
-2.190016,-0.5630295
13.139185,-2.9109466
-3.9253805,-10.91021
7.3203645,1.2685106
-9.127577,-8.497438
4.018434,-8.683035
7.6745167,-5.7263045
-4.3579726,-5.0784364
3.3692746,-1.8901371
5.28488,-3.8350904
3.8190727,1.9813145
12.011592,5.9029417
11.161518,2.7041242
-8.634809,5.851392
-6.3368597,-1.2000626
-0.058906265,-3.0945685
-0.43653724,1.9077675
0.091078155,-8.938074
-9.340774,-11.432483
-7.417376,7.7080116
-6.7945366,11.308362
-7.7553883,1.7618483
-5.156703,-0.33615887
9.92286,5.4405465
5.153867,-7.291216
-5.175691,12.04613
-5.000916,-1.3713831
3.7249916,1.5491555
4.468393,-8.614353
-3.7874088,-10.625486
1.3507475,-10.814423
11.720292,2.8716958
-5.5284824,7.693438
-4.79363,2.6243448
2.7084048,0.98287123
-5.238593,-2.755537
13.724334,1.1035196
-11.747164,-5.663942
-4.3556805,-5.99671
3.936041,11.18387
4.7471943,2.4837158
3.2310336,1.3025458
-11.387006,-2.7464757
3.19815,-7.012776
-11.132077,4.6160555
2.318553,-7.630308
-8.54503,-0.7845877
6.5414305,-8.957823
-4.894842,-4.950697
-2.0195487,-3.5723774
-4.268551,-5.520569
2.9276853,1.0312413
2.2077088,-11.277119
2.2003286,-5.2199078
-2.7723641,4.509725
-9.345716,-2.814486
0.17131849,2.4898312
2.372648,-10.36596
-2.174505,-0.58334595
-4.5660076,-5.701372
-2.1489604,-1.0284888
-7.6870966,2.887283
-2.1900651,-1.3114483
2.4960165,2.415634
-0.33124205,1.6738918
1.9085468,-3.767229
3.0612962,1.2322991
3.661951,1.4899589
2.5913975,0.9622783
-10.014201,3.948535
13.728,-2.865436
2.8609874,-2.055033
12.470576,-4.771047
2.4692912,2.74048
-4.8221793,-2.5606003
9.045729,7.280978
-4.2656593,3.9282568
-4.6422963,-3.6088924
6.439311,11.263731
-3.8110898,2.440791
-0.6714795,-5.504861
-3.6185443,2.344867
-7.926385,-0.0054417406
5.7235255,2.0789986
-2.1429067,-7.577683
9.545335,-2.4997463
12.528149,-0.13141587
-2.5258315,0.50761974
-6.0588527,4.1479154
10.334491,-3.24083
4.58347,-3.422108
-2.1848376,-7.0494394
1.1026608,-12.400127
13.123753,-1.4143856
-4.194763,-11.133984
9.143638,-5.736053
12.545343,-5.306194
-4.8103065,-2.5824857
0.63086534,-1.0268718
-3.3368447,0.9105116
-5.155739,-0.35708624
-7.6506886,-1.3029871
4.8066115,-7.701554
-7.771653,-8.624486
-5.104372,-0.8083638
-2.1870384,-6.538208
12.337259,-5.303952
2.9003925,2.5282264
0.9614763,9.302051
4.208019,2.0968277
-5.766243,-4.645271
0.80059314,-4.497923
-4.369929,4.4201846
7.637705,-0.14400628
8.570223,9.25226
7.237394,-5.508577
-10.831484,-4.556411
-2.1879833,-7.137903
-0.2873166,-8.716681
-0.11661688,2.2003455
-8.961683,5.7503743
-0.87025666,4.865299
-7.494739,-11.402073
0.6762381,-1.09364
6.1704645,1.4687264
-10.617695,-3.8220978
5.1375995,-9.375578
3.217378,4.371156
7.649193,-4.217489
-4.3868856,-4.910941
-1.6829371,5.430232
0.9893359,12.275857
-4.5947967,-3.9214425
-4.7468977,-2.9879024
1.1164123,5.381956
1.3259902,-2.381104
-7.8551717,0.5292445
-4.888103,-2.379387
-2.1680844,-7.3991275
-11.91655,-3.8317325
0.46631363,-4.572258
2.3092997,-5.905271
-4.0439425,-6.3908076
-9.821463,3.716376
12.552395,2.009428
0.7253083,-8.755167
3.7169867,-4.763747
1.0964925,-1.7608534
-9.206645,-2.7710533
9.2823,9.62959
7.902202,-4.4531217
1.5462469,5.674547
-8.593889,-10.478151
-8.333967,-11.888956
11.838983,0.42837006
-3.9847767,-10.853889
-5.157686,-0.42891526
1.8199166,-3.9401217
-5.0563536,-1.1117511
7.648598,-0.33754233
-5.544138,-4.7235994
-0.8812141,1.0046575
8.839849,0.5519716
-2.277595,5.4139028
5.7961497,-10.016298
-5.124264,-0.64675266
-5.273041,7.487181
1.1935781,-2.28724
-4.270643,-8.567809
-1.9837748,-3.6907141
0.62541807,-1.0319134
-2.7089531,10.639924
-5.017523,-8.488256
-2.2941034,-2.4136715
1.1748726,1.7687184
4.3720727,3.8210313
-4.924205,-9.260222
-11.181633,-0.7594246
-5.0003886,2.5591319
-4.3946447,-11.41045
0.47886822,1.1342143
7.290828,-1.5130596
13.230477,-4.0217915
-7.769004,-10.889326
-5.2812,2.4365568
13.050202,-4.344379
-9.175992,-9.177902
10.955091,-1.9216461
-0.15907638,-2.5200891
-5.34627,3.671324
2.507239,1.3805081
-3.1069736,7.063259
6.372694,2.4609928
6.530452,-8.728098
0.75952256,-10.888494
-1.0823671,1.5509098
7.464558,5.725211
-7.861252,4.404937
-5.3100944,4.875933
-7.6589704,-2.2173648
1.4111319,1.5877664
-3.9904385,-9.291205
-0.52381426,-10.271123
-1.994717,3.6230428
-8.570087,-11.904634
4.3423676,-4.634614
-8.356983,-3.228695
5.804881,2.616877
-4.520694,2.6979475
-3.990328,-10.573187
-9.588285,-1.0296106
13.471185,-2.916261
10.28223,4.0585737
11.674758,2.0302086
-1.3626719,-5.270562
-6.6956973,-11.519462
0.5991658,-12.578357
3.4778345,3.5381446
13.880248,-2.5940795
0.46731213,-0.85058177
1.7443224,-3.5695157
8.053713,-5.3420143
2.568812,2.6993024
-3.7555027,-8.413997
-6.7235823,9.355183
-0.9842668,-9.8376045
4.560218,2.050903
7.3189282,-6.259076
-1.0224996,-5.2783403
3.4112585,-5.658524
-3.8614783,0.40737042
6.472074,-8.464725
9.328985,1.7895204
1.9018438,3.7803736
-0.76510936,1.0441848
7.276109,4.2975726
-4.2578025,-5.587833
1.2980064,-2.0307038
13.518941,1.9115161
-6.287841,-6.881526
-9.605125,-8.255619
-7.231852,-2.2150936
5.220369,5.4847
10.096438,5.546587
-3.769586,-8.028178
6.4353046,-10.213424
7.724811,-4.119361
-3.6101913,6.376299
-0.07064632,-9.027072
-1.7208054,-9.976195
8.213046,-6.962563
0.3531556,4.0623837
-8.540448,5.9990487
10.697934,5.618085
4.713685,-5.612645
9.540722,5.253011
-7.39528,1.7140193
-1.3144983,-10.678022
-0.7188757,-11.904864
4.1045995,-7.063101
-6.6279716,-7.3033276
2.4297128,0.9067486
-5.8406115,1.9455178
-0.7560979,4.42912
10.247882,3.0234056
7.069014,-1.899681
7.2876987,-5.837226
-1.1581762,1.9880189
10.700674,-1.5748966
1.7209321,-6.9248643
-6.571824,-8.294362
12.393523,-5.850393
-5.622889,8.9762535
5.2235136,-5.307795
8.980701,-7.5840106
0.3435783,-9.0974655
7.881796,5.8217473
1.3476698,-8.880036
2.9506433,9.702381
0.2096503,2.6143763
4.0290866,-8.793224
-1.7690603,-8.153883
-3.7355359,-9.496726
6.5001283,0.44372126
-8.447116,-0.8265222
-7.531187,-1.4489647
1.0884861,-1.7221032
2.5164337,-7.3576107
10.61445,3.3395092
3.5529842,1.4349349
7.73872,-4.001948
3.6422064,6.5593586
1.7117133,-6.7543645
-7.8718557,8.153685
0.9851823,10.218166
12.065957,-5.996717
4.4226665,2.5709748
8.344361,-3.513017
-8.143296,-5.3710012
1.2224065,11.119005
-0.17772885,3.0313272
6.9528875,-2.655921
-3.9014199,0.19986956
-10.669493,3.0100574
-9.475537,3.9042323
-9.456491,-0.9309652
-5.0093794,11.165012
9.367377,-2.1885319
0.37411913,-1.5916792
8.754755,0.0358191
9.8519335,-6.458997
-10.14329,-4.635509
-4.807942,-6.219342
-8.303682,-11.487531
-7.038291,-1.781363
6.393711,-8.278478
6.612189,2.0770912
-2.510909,0.5920549
7.1660895,-0.6085548
4.8167076,0.67622787
-0.7060752,7.1697354
5.1567445,1.6783774
-5.9897504,1.8463424
13.192251,3.6306121
4.8340683,5.2920074
7.746582,4.01069
-8.65657,-0.8310514
-8.185237,-0.5846974
-1.593003,-10.885279
-2.3052096,-2.7272408
2.8643537,2.6587098
5.306395,-4.4517007
-10.928497,-8.100727
-9.758478,-8.292161
7.519672,0.01799529
11.561572,0.51752347
5.3558006,10.072264
10.061555,8.928485
5.7741184,-8.778186
6.7555256,-9.623207
-10.025872,2.034929
-11.0406475,5.5283976
-12.202017,-0.3859409
9.9147415,8.704251
11.905127,-4.5881143
0.71182,-1.1378087
3.6658819,-4.86801
3.673758,-7.3893013
11.207072,-4.866033
-8.125959,10.34817
12.918971,-4.5635815
-0.13433005,-9.699781
-1.1059787,-4.797155
3.3922803,-2.9811344
7.409343,-5.551987
0.1805552,-0.49383485
4.8322625,0.11010967
3.5474505,-7.83362
0.6542353,-4.5963187
1.2298983,5.569793
-3.845853,-7.976017
-8.509838,-5.717337
5.385544,-6.9750566
-2.0805373,5.489378
11.792489,4.7185025
2.3279004,-2.3150191
2.9287915,9.729638
3.4555717,-4.098714
-4.343859,-6.7282248
7.0649285,10.525899
9.0385,1.5983814
-7.6518807,-7.1451864
-6.9809604,11.179649
6.0562816,7.3622537
4.3067923,0.99024755
-2.652725,11.449759
7.2967553,1.2078356
8.605449,-2.9168596
-5.8041363,-4.7261977
6.3513913,-7.6166725
-5.11948,-0.78073186
-7.6692367,-6.7492146
3.2918346,-6.4676137
-4.3393617,-11.243508
-8.416188,-5.948224
4.5607233,-3.244896
-9.3221245,-8.140407
-7.0132256,-2.4243197
-5.623884,3.2120132
-7.424325,0.16772105
2.3937254,-1.3340229
-5.1561475,11.337178
5.20671,8.180908
4.6714416,0.43855035
4.58432,-5.584667
7.8170447,-5.037686
10.315578,4.194049
-3.0044005,5.093689
-0.13271074,-12.7923565
-7.105901,-3.5033684
3.414017,-1.5196861
12.129397,-6.238902
-0.7166808,13.577611
-5.737934,-1.2686658
-7.5021863,-1.6705743
-1.7227688,7.350363
-4.4727182,4.683776
-4.923241,-2.1026735
-6.7568383,-12.030446
-3.5338979,6.5865245
1.4952171,-3.668381
-2.0811357,-7.8511643
7.731567,-4.012451
-11.828452,-3.074375
-7.165279,-11.425683
-8.543666,-4.948774
11.880912,-4.641674
-1.1546142,-1.9296894
10.432779,0.8034876
3.4019642,-6.7841268
-9.594624,-1.1961969
-0.9790727,-4.9244633
-8.029785,-8.524797
9.766706,1.7912115
-4.629835,-4.3468766
-0.76683867,0.9714843
-7.1468525,-0.903715
-5.1202736,-0.6875866
12.241251,-0.27140108
5.43769,2.227627
-10.602583,-7.5393224
6.0176673,-0.15538546
0.5578241,-8.849335
-3.4804492,8.756466
-8.818682,1.8638816
-7.497152,-7.709031
-4.141253,-11.314742
-0.764445,-12.301775
5.2678905,-3.6620116
-1.5535533,-4.059428
4.902057,5.7934356
0.85842985,-12.086836
4.33665,10.45955
3.1899483,-7.754765
7.3452587,0.0575241
7.314431,-5.721089
-8.675388,1.8833686
-9.507894,8.691665
-7.015861,1.6361735
6.654156,-9.108229
-0.21085307,-9.118299
-3.187021,4.7094297
-5.155577,-0.20231679
4.7305913,1.7505779
5.340949,-4.6627803
-1.8028369,-0.6809662
-6.2446227,3.3600366
7.289055,1.3041782
-8.154988,-2.265698
-4.972116,10.04657
-6.022285,-7.4492207
-4.2519274,-10.171769
0.2914866,3.8582287
4.7060304,2.371432
-7.139464,4.6888638
-2.909667,2.1404853
-12.073744,-4.1125393
8.919371,-7.815162
-4.274659,-10.2604265
0.031653002,-3.1754553
4.561365,9.794267
-6.959854,-2.9969616
-1.135758,1.7160366
-0.0870027,-12.826772
-1.3619541,9.302884
12.91144,3.783423
-3.1173544,4.7937093
-10.441331,-1.896421
-4.39268,3.997418
-1.2603372,-4.309413
2.1882467,-0.12553038
3.3549154,10.645207
-2.1056433,-5.9617057
-8.08028,8.832211
3.1460423,-4.9841733
-10.54074,-5.2306957
-3.883488,-9.490752
1.726202,-1.5108625
0.71448886,-1.0204463
3.9576385,7.6733546
0.93631804,-12.827758
1.7770036,5.682201
8.555025,2.4279675
-8.680717,-10.807488
-5.9910326,-11.6122875
-1.163032,-1.8572322
-0.3501602,-10.396568
-8.881908,-2.3501544
-9.767091,-5.860557
4.6993423,0.20219
1.1831424,-9.794174
1.8430711,3.5679717
0.39749625,4.1405563
-3.514188,-1.6243443
8.034322,-6.40912
11.59033,-6.8496976
-7.134248,-7.9300685
5.103487,-5.2972755
1.6090894,5.6944394
-0.77390647,3.856306
2.0415847,2.9810448
9.363988,-7.556636
-9.984945,-10.709334
-6.9927783,0.3479342
9.156695,-1.6662897
-12.359012,-0.25968727
10.461433,6.7651753
-0.14389873,-9.117109
1.939021,-1.8028206
1.8148887,2.8992796
4.830436,11.649582
6.1123867,1.9835247
-0.7927472,-6.96719
-12.408445,-0.43568954
2.0383246,-4.886204
-12.049999,-2.7182739
-8.459558,10.175639
-2.5937693,12.791137
-11.898076,-3.567475
0.28541288,-0.6092445
2.9746573,7.383096
-3.9307518,-8.359699
2.1762893,3.2709608
3.8924217,-3.0341606
1.9749105,3.3796456
-1.3525207,-4.5138197
-2.0344124,7.35585
7.1733265,-2.3006206
3.2720065,-0.6809104
-1.1910515,-1.6909758
-2.816929,2.7372956
-7.899528,8.2578
7.085958,8.715122
-1.3367742,-7.985461
2.4283428,-10.530597
7.059305,8.684151
10.827586,-7.363394
-2.0530148,-3.6379907
-9.892977,-8.543236
4.8171306,-8.475632
2.3144286,-10.383514
-8.697747,-4.678615
7.618657,7.876313
0.5187824,4.406417
-11.623974,-5.0735474
-11.118303,-1.1200186
-0.17949843,-2.691244
13.939951,1.1657085
5.142599,-8.488366
-11.9578,-2.7250626
7.272808,1.3139348
0.52389115,7.428585
4.6729617,-2.4754393
8.479563,9.811529
-2.6908793,5.0670657
-0.39890638,2.1778178
-3.0146058,-2.817749
0.53615326,-4.340739
6.0629373,2.301094
-11.150183,-0.018884204
-10.385072,4.964209
-4.892252,-8.420565
6.2687764,-0.84518296
2.5082355,-13.6251135
3.1648448,-2.2393796
-2.1404865,3.954013
11.126546,-4.7085986
-5.168095,2.407962
7.4881444,-6.394845
-7.8154674,4.578209
-5.5411386,5.9531565
13.988358,-0.8276129
-0.78699225,1.172323
2.4627652,-13.605508
-9.19073,6.8139586
-2.8553443,7.2722564
-6.438382,-5.3110967
12.234914,1.9182364
9.844049,1.5413888
-7.6299276,3.741631
3.426107,-5.420505
4.3998556,2.5719771
-4.6137195,-7.86011
1.3367739,1.3206336
-1.5568694,-4.0203404
-2.5680943,10.838588
-1.026552,-7.290884
-2.4422088,0.7056991
4.9945436,11.647039
4.616242,5.3622584
13.058768,-2.634946
6.669342,-10.1496315
8.046134,10.34028
-4.915849,-11.690043
-7.2141914,-6.47243
0.15387103,-2.016
5.7268686,0.40844277
8.961638,6.241051
-9.976024,-8.973894
11.723658,-1.7288586
2.1773767,-12.407007
10.000542,-5.2818503
-1.1436081,-5.133421
7.6027327,-0.05620601
-6.556071,1.6351931
5.7111893,-9.841665
-4.132569,-5.902653
-7.8924093,-11.245721
-0.013451312,-3.2536857
-6.627665,10.592973
-2.1235201,-2.3349133
1.4484801,-10.800014
0.28155863,-7.690059
-8.948142,7.242976
-10.067943,3.645257
1.0165044,9.158518
1.4355804,1.868264
7.018387,-2.7282848
10.613772,-5.4443626
-0.59183496,12.835016
-11.712427,-1.9756045
-3.6015484,0.84587884
1.6407503,2.9026062
1.292889,-2.0890682
-11.48673,-3.6412961
2.813936,9.117569
-2.0847654,3.4225426
11.670543,1.4787785
0.5385607,-12.497995
1.3091643,-10.449805
12.413872,-2.0419652
-7.3434677,-10.313767
-9.733839,4.794679
13.858784,1.6183012
-2.7663517,2.8415082
7.7728276,4.008212
7.253987,-1.2956812
10.07623,-2.8479607
-0.12703091,-2.07961
-11.367797,6.122724
-0.8735231,7.098976
-0.09776223,0.2958309
-8.170822,-7.5381007
-5.151678,-0.40452275
6.7387705,4.506666
0.5439602,-0.6840957
1.0732211,1.006488
-5.158646,5.156795
1.7614828,0.97830164
-10.170621,6.9948993
-8.342213,-9.063139
-9.5685425,-5.8868113
-5.484025,-11.051531
-7.3055754,-2.7926261
-7.799237,8.971123
-6.0842,-4.8272953
-2.2307544,7.347598
0.41419315,-7.7291355
-10.230789,3.6614087
-3.7118218,3.1284156
-1.5794468,-8.2516165
3.4759297,-1.3679711
-1.4900478,-5.3737135
-3.8034139,-0.4586519
7.9298587,-4.7439475
-8.062292,-5.3966055
-8.169971,-11.09374
-2.4676962,5.128025
-2.5951927,0.06789379
2.4212077,0.89573807
8.562875,-3.212642
-4.1485653,-5.8527217
-7.78512,0.61971766
0.52612406,-7.749811
0.5047166,-8.93672
9.109418,-1.7787739
-0.52864325,9.510881
-8.16569,4.171339
2.533524,0.90747297
-4.622012,-11.196367
6.778967,0.7594027
9.875608,-7.5380216
-10.303524,2.0028222
2.0869014,5.833793
5.5763392,-7.2845716
-10.854498,-0.15370944
-7.393955,10.868637
-3.8773346,0.5388825
11.6374445,-6.5089073
-3.4471111,-1.8385874
-1.722342,-10.066285
3.5208707,8.335846
